node_id_a	node_id_b
9606.ENSP00000348108	11320.NS1_I34A1
9606.ENSP00000262741	11320.NS1_I34A1
9606.ENSP00000218348	11320.PA_I34A1
9606.ENSP00000218348	11320.PB2_I34A1
9606.ENSP00000218348	11320.NCAP_I34A1
9606.ENSP00000341838	11320.NS1_I34A1
9606.ENSP00000303373	11320.NS1_I34A1
9606.ENSP00000229319	11320.NS1_I34A1
9606.ENSP00000264255	11320.NEP_I34A1
9606.ENSP00000221265	11320.NS1_I34A1
9606.ENSP00000341838	11320.NEP_I34A1
9606.ENSP00000324422	11320.NS1_I34A1
9606.ENSP00000307900	11320.PB2_I34A1
9606.ENSP00000324422	11320.NEP_I34A1
9606.ENSP00000247668	11320.NS1_I34A1
9606.ENSP00000247668	11320.PB2_I34A1
9606.ENSP00000341826	11320.NS1_I34A1
9606.ENSP00000340698	11320.NS1_I34A1
11320.NRAM_I34A1	9606.ENSP00000342136
9606.ENSP00000365198	11320.NS1_I34A1
9606.ENSP00000338190	11320.PA_I34A1
9606.ENSP00000367869	11320.NS1_I34A1
9606.ENSP00000318176	11320.NS1_I34A1
9606.ENSP00000318176	11320.M1_I34A1
9606.ENSP00000314949	11320.PA_I34A1
9606.ENSP00000342886	11320.NS1_I34A1
11320.M2_I34A1	9606.ENSP00000342136
9606.ENSP00000216727	11320.NS1_I34A1
9606.ENSP00000320866	11320.NS1_I34A1
11320.M2_I34A1	9606.ENSP00000005340
9606.ENSP00000362744	11320.NS1_I34A1
11320.M2_I34A1	9606.ENSP00000325929
11320.M2_I34A1	9606.ENSP00000282030
11320.M2_I34A1	9606.ENSP00000340176
11320.M2_I34A1	9606.ENSP00000221996
9606.ENSP00000389338	11320.NS1_I34A1
11320.M2_I34A1	9606.ENSP00000261683
9606.ENSP00000389338	11320.PB2_I34A1
9606.ENSP00000284957	11320.PB2_I34A1
9606.ENSP00000433757	11320.RDRP_I34A1
9606.ENSP00000347358	11320.PB2_I34A1
9606.ENSP00000357341	11320.PB2_I34A1
9606.ENSP00000358635	11320.NS1_I34A1
9606.ENSP00000303507	11320.PB2_I34A1
9606.ENSP00000347119	11320.NS1_I34A1
9606.ENSP00000309830	11320.NS1_I34A1
9606.ENSP00000348849	11320.NS1_I34A1
9606.ENSP00000366404	11320.NS1_I34A1
9606.ENSP00000368698	11320.NS1_I34A1
9606.ENSP00000368698	11320.NEP_I34A1
9606.ENSP00000311430	11320.NS1_I34A1
9606.ENSP00000281154	11320.NS1_I34A1
9606.ENSP00000260648	11320.NEP_I34A1
9606.ENSP00000375863	11320.NS1_I34A1
9606.ENSP00000399718	11320.NEP_I34A1
9606.ENSP00000304895	11320.NS1_I34A1
9606.ENSP00000290341	11320.NS1_I34A1
9606.ENSP00000356405	11320.NS1_I34A1
9606.ENSP00000431822	11320.NS1_I34A1
9606.ENSP00000293842	11320.NS1_I34A1
9606.ENSP00000416892	11320.PB2_I34A1
9606.ENSP00000273853	11320.NS1_I34A1
9606.ENSP00000352627	11320.NS1_I34A1
9606.ENSP00000349428	11320.NS1_I34A1
9606.ENSP00000380033	11320.NS1_I34A1
9606.ENSP00000261667	11320.NCAP_I34A1
9606.ENSP00000261667	11320.PA_I34A1
9606.ENSP00000261667	11320.NS1_I34A1
9606.ENSP00000242577	11320.NEP_I34A1
