node_id_a	node_id_b
9606.ENSP00000311747	351073.MU2_REOVL
9606.ENSP00000305790	351073.SIGM3_REOVL
9606.ENSP00000325136	351073.SIGM3_REOVL
9606.ENSP00000295688	351073.MU2_REOVL
9606.ENSP00000377502	351073.MU2_REOVL
351073.SIGM3_REOVL	9606.ENSP00000252050
351073.MU2_REOVL	9606.ENSP00000295688
351073.MU2_REOVL	9606.ENSP00000270625
351073.MU2_REOVL	9606.ENSP00000377958
351073.MU2_REOVL	9606.ENSP00000357555
351073.MU2_REOVL	9606.ENSP00000421169
351073.MU2_REOVL	9606.ENSP00000330054
351073.MU2_REOVL	9606.ENSP00000361467
351073.MU2_REOVL	9606.ENSP00000301071
351073.MU2_REOVL	9606.ENSP00000281456
351073.MU2_REOVL	9606.ENSP00000352980
351073.MU2_REOVL	9606.ENSP00000360671
351073.MU2_REOVL	9606.ENSP00000350767
351073.MU2_REOVL	9606.ENSP00000311747
351073.MU2_REOVL	9606.ENSP00000370808
351073.MU2_REOVL	9606.ENSP00000310670
351073.MU2_REOVL	9606.ENSP00000301072
351073.MU2_REOVL	9606.ENSP00000377865
351073.MU2_REOVL	9606.ENSP00000280326
351073.MU2_REOVL	9606.ENSP00000377502
351073.MU2_REOVL	9606.ENSP00000275603
351073.MU2_REOVL	9606.ENSP00000339001
9606.ENSP00000377958	351073.MU2_REOVL
9606.ENSP00000361467	351073.MU2_REOVL
9606.ENSP00000361626	351073.SIGM3_REOVL
9606.ENSP00000281456	351073.MU2_REOVL
9606.ENSP00000336721	351073.SIGM3_REOVL
9606.ENSP00000421169	351073.MU2_REOVL
351073.SIGM3_REOVL	9606.ENSP00000305790
351073.SIGM3_REOVL	9606.ENSP00000361949
351073.SIGM3_REOVL	9606.ENSP00000438788
351073.SIGM3_REOVL	9606.ENSP00000228251
351073.SIGM3_REOVL	9606.ENSP00000336721
351073.SIGM3_REOVL	9606.ENSP00000325136
351073.SIGM3_REOVL	9606.ENSP00000313007
351073.SIGM3_REOVL	9606.ENSP00000361626
351073.SIGM3_REOVL	9606.ENSP00000318861
9606.ENSP00000350767	351073.MU2_REOVL
9606.ENSP00000370808	351073.MU2_REOVL
9606.ENSP00000252050	351073.SIGM3_REOVL
9606.ENSP00000360671	351073.MU2_REOVL
9606.ENSP00000270625	351073.MU2_REOVL
9606.ENSP00000438788	351073.SIGM3_REOVL
9606.ENSP00000339001	351073.MU2_REOVL
9606.ENSP00000313007	351073.SIGM3_REOVL
9606.ENSP00000301072	351073.MU2_REOVL
9606.ENSP00000361949	351073.SIGM3_REOVL
9606.ENSP00000330054	351073.MU2_REOVL
9606.ENSP00000228251	351073.SIGM3_REOVL
9606.ENSP00000301071	351073.MU2_REOVL
9606.ENSP00000377865	351073.MU2_REOVL
9606.ENSP00000280326	351073.MU2_REOVL
9606.ENSP00000352980	351073.MU2_REOVL
9606.ENSP00000318861	351073.SIGM3_REOVL
9606.ENSP00000310670	351073.MU2_REOVL
9606.ENSP00000357555	351073.MU2_REOVL
9606.ENSP00000275603	351073.MU2_REOVL
