node_id_a	node_id_b
9606.ENSP00000364805	36427.NSP1_ROTHC
9606.ENSP00000321389	36427.NSP1_ROTHC
9606.ENSP00000332194	36427.NSP1_ROTHC
9606.ENSP00000303373	36427.NSP1_ROTHC
9606.ENSP00000431822	36427.NSP1_ROTHC
9606.ENSP00000310219	36427.NSP1_ROTHC
9606.ENSP00000352119	36427.NSP1_ROTHC
36427.NSP1_ROTHC	9606.ENSP00000341094
9606.ENSP00000265094	36427.NSP1_ROTHC
36427.NSP1_ROTHC	9606.ENSP00000247207
36427.NSP1_ROTHC	9606.ENSP00000358158
36427.NSP1_ROTHC	9606.ENSP00000262306
36427.NSP1_ROTHC	9606.ENSP00000310219
36427.NSP1_ROTHC	9606.ENSP00000355656
36427.NSP1_ROTHC	9606.ENSP00000366679
36427.NSP1_ROTHC	9606.ENSP00000264414
36427.NSP1_ROTHC	9606.ENSP00000352980
36427.NSP1_ROTHC	9606.ENSP00000321389
36427.NSP1_ROTHC	9606.ENSP00000332194
36427.NSP1_ROTHC	9606.ENSP00000303373
36427.NSP1_ROTHC	9606.ENSP00000328484
36427.NSP1_ROTHC	9606.ENSP00000364802
36427.NSP1_ROTHC	9606.ENSP00000364805
36427.NSP1_ROTHC	9606.ENSP00000431822
36427.NSP1_ROTHC	9606.ENSP00000373730
36427.NSP1_ROTHC	9606.ENSP00000352119
36427.NSP1_ROTHC	9606.ENSP00000265094
9606.ENSP00000366679	36427.NSP1_ROTHC
9606.ENSP00000358158	36427.NSP1_ROTHC
9606.ENSP00000373730	36427.NSP1_ROTHC
9606.ENSP00000262306	36427.NSP1_ROTHC
9606.ENSP00000341094	36427.NSP1_ROTHC
9606.ENSP00000264414	36427.NSP1_ROTHC
9606.ENSP00000355656	36427.NSP1_ROTHC
9606.ENSP00000247207	36427.NSP1_ROTHC
9606.ENSP00000328484	36427.NSP1_ROTHC
9606.ENSP00000352980	36427.NSP1_ROTHC
9606.ENSP00000364802	36427.NSP1_ROTHC
