node_id_a	node_id_b
9606.ENSP00000338018	10407.X_HBVCJ
9606.ENSP00000419692	10407.X_HBVCJ
9606.ENSP00000376445	10407.HBEAG_HBVCJ
9606.ENSP00000255977	10407.X_HBVCJ
9606.ENSP00000363676	10407.X_HBVCJ
9606.ENSP00000215587	10407.X_HBVCJ
9606.ENSP00000354526	10407.X_HBVCJ
9606.ENSP00000301727	10407.X_HBVCJ
9606.ENSP00000349156	10407.X_HBVCJ
9606.ENSP00000301764	10407.X_HBVCJ
9606.ENSP00000364589	10407.X_HBVCJ
9606.ENSP00000238081	10407.X_HBVCJ
9606.ENSP00000270202	10407.X_HBVCJ
9606.ENSP00000387699	10407.X_HBVCJ
10407.X_HBVCJ	9606.ENSP00000274255
9606.ENSP00000269305	10407.X_HBVCJ
10407.X_HBVCJ	9606.ENSP00000269305
10407.X_HBVCJ	9606.ENSP00000373698
10407.X_HBVCJ	9606.ENSP00000364589
10407.X_HBVCJ	9606.ENSP00000255977
10407.X_HBVCJ	9606.ENSP00000354526
10407.X_HBVCJ	9606.ENSP00000417281
10407.X_HBVCJ	9606.ENSP00000270202
10407.X_HBVCJ	9606.ENSP00000387699
10407.X_HBVCJ	9606.ENSP00000359531
10407.X_HBVCJ	9606.ENSP00000215587
10407.X_HBVCJ	9606.ENSP00000301764
10407.X_HBVCJ	9606.ENSP00000349156
10407.X_HBVCJ	9606.ENSP00000338018
10407.DPOL_HBVCJ	9606.ENSP00000325875
10407.X_HBVCJ	9606.ENSP00000301727
10407.X_HBVCJ	9606.ENSP00000401980
10407.X_HBVCJ	9606.ENSP00000363676
10407.X_HBVCJ	9606.ENSP00000238081
10407.X_HBVCJ	9606.ENSP00000419692
9606.ENSP00000417281	10407.X_HBVCJ
9606.ENSP00000401980	10407.X_HBVCJ
9606.ENSP00000386341	10407.HBEAG_HBVCJ
9606.ENSP00000359531	10407.X_HBVCJ
9606.ENSP00000325875	10407.DPOL_HBVCJ
9606.ENSP00000274255	10407.X_HBVCJ
9606.ENSP00000373698	10407.X_HBVCJ
10407.HBEAG_HBVCJ	9606.ENSP00000386341
10407.HBEAG_HBVCJ	9606.ENSP00000376445
