node_id_a	node_id_b
9606.ENSP00000290921	11269.VP24_MABVM
9606.ENSP00000217182	11269.VP24_MABVM
9606.ENSP00000224784	11269.VP24_MABVM
9606.ENSP00000392718	11269.VP24_MABVM
9606.ENSP00000439189	11269.VP24_MABVM
9606.ENSP00000311825	11269.VP24_MABVM
9606.ENSP00000355778	11269.VP24_MABVM
9606.ENSP00000252455	11269.VP24_MABVM
9606.ENSP00000350052	11269.VP24_MABVM
9606.ENSP00000301072	11269.VP24_MABVM
9606.ENSP00000330054	11269.VP24_MABVM
9606.ENSP00000339001	11269.VP24_MABVM
9606.ENSP00000295137	11269.VP24_MABVM
9606.ENSP00000339835	11269.VP24_MABVM
9606.ENSP00000387176	11269.VP24_MABVM
9606.ENSP00000301071	11269.VP24_MABVM
9606.ENSP00000171111	11269.VP24_MABVM
9606.ENSP00000350275	11269.VP24_MABVM
11269.VP24_MABVM	9606.ENSP00000301071
9606.ENSP00000352980	11269.VP24_MABVM
11269.VP24_MABVM	9606.ENSP00000355657
11269.VP24_MABVM	9606.ENSP00000385479
11269.VP24_MABVM	9606.ENSP00000311825
11269.VP24_MABVM	9606.ENSP00000295137
11269.VP24_MABVM	9606.ENSP00000339001
11269.VP24_MABVM	9606.ENSP00000301072
11269.VP24_MABVM	9606.ENSP00000350275
11269.VP24_MABVM	9606.ENSP00000339835
11269.VP24_MABVM	9606.ENSP00000439189
11269.VP24_MABVM	9606.ENSP00000355778
11269.VP24_MABVM	9606.ENSP00000290921
11269.VP24_MABVM	9606.ENSP00000387176
11269.VP24_MABVM	9606.ENSP00000352980
11269.VP24_MABVM	9606.ENSP00000224784
11269.VP24_MABVM	9606.ENSP00000228318
11269.VP24_MABVM	9606.ENSP00000252455
11269.VP24_MABVM	9606.ENSP00000171111
11269.VP24_MABVM	9606.ENSP00000217182
9606.ENSP00000355657	11269.VP24_MABVM
11269.VP24_MABVM	9606.ENSP00000392718
11269.VP24_MABVM	9606.ENSP00000350052
11269.VP24_MABVM	9606.ENSP00000330054
9606.ENSP00000385479	11269.VP24_MABVM
9606.ENSP00000228318	11269.VP24_MABVM
