node_id_a	node_id_b
9606.ENSP00000295688	11588.NSS_RVFVZ
11588.NSS_RVFVZ	9606.ENSP00000299300
11588.NSS_RVFVZ	9606.ENSP00000220764
11588.NSS_RVFVZ	9606.ENSP00000325875
11588.NSS_RVFVZ	9606.ENSP00000377958
11588.NSS_RVFVZ	9606.ENSP00000301072
11588.NSS_RVFVZ	9606.ENSP00000341289
11588.NSS_RVFVZ	9606.ENSP00000301071
11588.NSS_RVFVZ	9606.ENSP00000264071
11588.NSS_RVFVZ	9606.ENSP00000318687
11588.NSS_RVFVZ	9606.ENSP00000280326
11588.NSS_RVFVZ	9606.ENSP00000451560
11588.NSS_RVFVZ	9606.ENSP00000360286
11588.NSS_RVFVZ	9606.ENSP00000302961
11588.NSS_RVFVZ	9606.ENSP00000339001
11588.NSS_RVFVZ	9606.ENSP00000247207
11588.NSS_RVFVZ	9606.ENSP00000316032
11588.NSS_RVFVZ	9606.ENSP00000264990
11588.NSS_RVFVZ	9606.ENSP00000265651
11588.NSS_RVFVZ	9606.ENSP00000335153
11588.NSS_RVFVZ	9606.ENSP00000360154
11588.NSS_RVFVZ	9606.ENSP00000286788
11588.NSS_RVFVZ	9606.ENSP00000324173
11588.NSS_RVFVZ	9606.ENSP00000296464
11588.NSS_RVFVZ	9606.ENSP00000295688
11588.NSS_RVFVZ	9606.ENSP00000384144
11588.NSS_RVFVZ	9606.ENSP00000356348
9606.ENSP00000299300	11588.NSS_RVFVZ
9606.ENSP00000377958	11588.NSS_RVFVZ
9606.ENSP00000318687	11588.NSS_RVFVZ
9606.ENSP00000360286	11588.NSS_RVFVZ
9606.ENSP00000264071	11588.NSS_RVFVZ
9606.ENSP00000356348	11588.NSS_RVFVZ
9606.ENSP00000316032	11588.NSS_RVFVZ
9606.ENSP00000265651	11588.NSS_RVFVZ
9606.ENSP00000296464	11588.NSS_RVFVZ
9606.ENSP00000301072	11588.NSS_RVFVZ
9606.ENSP00000264990	11588.NSS_RVFVZ
9606.ENSP00000339001	11588.NSS_RVFVZ
9606.ENSP00000302961	11588.NSS_RVFVZ
9606.ENSP00000301071	11588.NSS_RVFVZ
9606.ENSP00000325875	11588.NSS_RVFVZ
9606.ENSP00000324173	11588.NSS_RVFVZ
9606.ENSP00000384144	11588.NSS_RVFVZ
9606.ENSP00000335153	11588.NSS_RVFVZ
9606.ENSP00000341289	11588.NSS_RVFVZ
9606.ENSP00000220764	11588.NSS_RVFVZ
9606.ENSP00000280326	11588.NSS_RVFVZ
9606.ENSP00000247207	11588.NSS_RVFVZ
9606.ENSP00000451560	11588.NSS_RVFVZ
9606.ENSP00000360154	11588.NSS_RVFVZ
9606.ENSP00000286788	11588.NSS_RVFVZ
