node_id_a	node_id_b
9606.ENSP00000299218	10258.Q6TVJ1_ORFSA
10258.Q6TVJ1_ORFSA	9606.ENSP00000216225
10258.Q6TVJ1_ORFSA	9606.ENSP00000299218
10258.Q6TVJ1_ORFSA	9606.ENSP00000231487
10258.Q6TVJ1_ORFSA	9606.ENSP00000326804
9606.ENSP00000216225	10258.Q6TVJ1_ORFSA
9606.ENSP00000231487	10258.Q6TVJ4_ORFSA
9606.ENSP00000231487	10258.Q6TVW2_ORFSA
9606.ENSP00000231487	10258.Q6TVJ7_ORFSA
9606.ENSP00000231487	10258.Q6TVJ2_ORFSA
9606.ENSP00000231487	10258.Q6TVJ1_ORFSA
10258.Q6TVJ4_ORFSA	9606.ENSP00000231487
10258.Q6TVJ4_ORFSA	9606.ENSP00000326804
10258.Q6TVJ4_ORFSA	9606.ENSP00000216225
9606.ENSP00000326804	10258.Q6TVW2_ORFSA
9606.ENSP00000326804	10258.Q6TVJ7_ORFSA
9606.ENSP00000326804	10258.Q6TVJ4_ORFSA
9606.ENSP00000326804	10258.Q6TVJ1_ORFSA
9606.ENSP00000326804	10258.Q6TVJ2_ORFSA
10258.Q6TVW2_ORFSA	9606.ENSP00000231487
10258.Q6TVW2_ORFSA	9606.ENSP00000326804
10258.Q6TVW2_ORFSA	9606.ENSP00000216225
9606.ENSP00000216225	10258.Q6TVJ2_ORFSA
9606.ENSP00000216225	10258.Q6TVW2_ORFSA
9606.ENSP00000216225	10258.Q6TVJ7_ORFSA
9606.ENSP00000216225	10258.Q6TVJ4_ORFSA
10258.Q6TVJ7_ORFSA	9606.ENSP00000231487
10258.Q6TVJ7_ORFSA	9606.ENSP00000326804
10258.Q6TVJ7_ORFSA	9606.ENSP00000216225
10258.Q6TVJ2_ORFSA	9606.ENSP00000216225
10258.Q6TVJ2_ORFSA	9606.ENSP00000326804
10258.Q6TVJ2_ORFSA	9606.ENSP00000231487
