node_id_a	node_id_b
9606.ENSP00000262982	11234.PHOSP_MEASC
9606.ENSP00000311245	11234.PHOSP_MEASC
9606.ENSP00000353224	11234.PHOSP_MEASC
9606.ENSP00000216218	11234.PHOSP_MEASC
9606.ENSP00000381237	11234.PHOSP_MEASC
9606.ENSP00000429301	11234.PHOSP_MEASC
9606.ENSP00000261182	11234.PHOSP_MEASC
9606.ENSP00000250498	11234.PHOSP_MEASC
9606.ENSP00000316905	11234.PHOSP_MEASC
9606.ENSP00000251527	11234.PHOSP_MEASC
9606.ENSP00000011619	11234.PHOSP_MEASC
9606.ENSP00000347872	11234.PHOSP_MEASC
9606.ENSP00000363641	11234.PHOSP_MEASC
9606.ENSP00000278823	11234.PHOSP_MEASC
9606.ENSP00000458238	11234.PHOSP_MEASC
9606.ENSP00000369592	11234.PHOSP_MEASC
9606.ENSP00000305790	11234.PHOSP_MEASC
9606.ENSP00000006777	11234.PHOSP_MEASC
9606.ENSP00000349923	11234.PHOSP_MEASC
9606.ENSP00000359818	11234.PHOSP_MEASC
9606.ENSP00000262374	11234.PHOSP_MEASC
9606.ENSP00000295901	11234.PHOSP_MEASC
9606.ENSP00000362744	11234.PHOSP_MEASC
9606.ENSP00000308430	11234.PHOSP_MEASC
9606.ENSP00000292644	11234.PHOSP_MEASC
9606.ENSP00000348849	11234.PHOSP_MEASC
9606.ENSP00000262746	11234.PHOSP_MEASC
9606.ENSP00000264705	11234.PHOSP_MEASC
9606.ENSP00000295688	11234.PHOSP_MEASC
9606.ENSP00000319574	11234.PHOSP_MEASC
9606.ENSP00000311430	11234.PHOSP_MEASC
9606.ENSP00000237530	11234.PHOSP_MEASC
9606.ENSP00000329002	11234.PHOSP_MEASC
9606.ENSP00000331901	11234.PHOSP_MEASC
9606.ENSP00000438465	11234.PHOSP_MEASC
9606.ENSP00000325136	11234.PHOSP_MEASC
9606.ENSP00000293842	11234.PHOSP_MEASC
9606.ENSP00000269576	11234.NCAP_MEASC
9606.ENSP00000284811	11234.PHOSP_MEASC
9606.ENSP00000358997	11234.PHOSP_MEASC
9606.ENSP00000358272	11234.PHOSP_MEASC
9606.ENSP00000296930	11234.PHOSP_MEASC
9606.ENSP00000306328	11234.PHOSP_MEASC
9606.ENSP00000215570	11234.PHOSP_MEASC
9606.ENSP00000349142	11234.PHOSP_MEASC
9606.ENSP00000329411	11234.PHOSP_MEASC
9606.ENSP00000253452	11234.PHOSP_MEASC
9606.ENSP00000295470	11234.PHOSP_MEASC
9606.ENSP00000346954	11234.PHOSP_MEASC
9606.ENSP00000264710	11234.PHOSP_MEASC
9606.ENSP00000472469	11234.PHOSP_MEASC
9606.ENSP00000262584	11234.PHOSP_MEASC
9606.ENSP00000354394	11234.NCAP_MEASC
9606.ENSP00000354394	11234.PHOSP_MEASC
9606.ENSP00000354394	11234.V_MEASC
9606.ENSP00000333298	11234.PHOSP_MEASC
9606.ENSP00000258091	11234.PHOSP_MEASC
9606.ENSP00000318687	11234.PHOSP_MEASC
9606.ENSP00000265028	11234.PHOSP_MEASC
9606.ENSP00000225430	11234.PHOSP_MEASC
9606.ENSP00000054666	11234.PHOSP_MEASC
9606.ENSP00000341382	11234.PHOSP_MEASC
9606.ENSP00000261183	11234.PHOSP_MEASC
9606.ENSP00000347717	11234.PHOSP_MEASC
9606.ENSP00000261942	11234.PHOSP_MEASC
9606.ENSP00000223641	11234.PHOSP_MEASC
9606.ENSP00000361626	11234.PHOSP_MEASC
9606.ENSP00000156825	11234.PHOSP_MEASC
9606.ENSP00000354720	11234.PHOSP_MEASC
9606.ENSP00000307275	11234.PHOSP_MEASC
9606.ENSP00000406463	11234.PHOSP_MEASC
9606.ENSP00000343535	11234.PHOSP_MEASC
