node_id_a	node_id_b
9606.ENSP00000303373	10245.K7_VACCW
9606.ENSP00000262741	10245.A52_VACCW
9606.ENSP00000303373	10245.SPI2_VACCW
9606.ENSP00000291009	10245.E3_VACCW
9606.ENSP00000307078	10245.A36_VACCW
9606.ENSP00000288071	10245.SPI2_VACCW
9606.ENSP00000309431	10245.E3_VACCW
9606.ENSP00000341826	10245.E3_VACCW
9606.ENSP00000311489	10245.K7_VACCW
9606.ENSP00000358622	10245.B14_VACCW
9606.ENSP00000358635	10245.E3_VACCW
9606.ENSP00000347119	10245.SPI2_VACCW
9606.ENSP00000419027	10245.K7_VACCW
9606.ENSP00000369129	10245.E3_VACCW
9606.ENSP00000430684	10245.B14_VACCW
9606.ENSP00000357739	10245.E3_VACCW
9606.ENSP00000352627	10245.SPI2_VACCW
9606.ENSP00000352627	10245.K7_VACCW
9606.ENSP00000340329	10245.E3_VACCW
9606.ENSP00000366618	10245.SPI2_VACCW
9606.ENSP00000313059	10245.K7_VACCW
9606.ENSP00000398698	10245.C22L_VACCW
10245.K1_VACCW	9606.ENSP00000324287
10245.F1_VACCW	9606.ENSP00000353878
10245.F1_VACCW	9606.ENSP00000376943
10245.F1_VACCW	9606.ENSP00000309103
10245.F1_VACCW	9606.ENSP00000326119
10245.F1_VACCW	9606.ENSP00000293288
10245.F1_VACCW	9606.ENSP00000318822
10245.F1_VACCW	9606.ENSP00000354720
10245.F1_VACCW	9606.ENSP00000404503
9606.ENSP00000354394	10245.DUSP_VACCW
10245.K1_VACCW	9606.ENSP00000311997
9606.ENSP00000361626	10245.E3_VACCW
9606.ENSP00000281456	10245.A52_VACCW
9606.ENSP00000354720	10245.F1_VACCW
9606.ENSP00000346667	10245.K7_VACCW
9606.ENSP00000324105	10245.E3_VACCW
9606.ENSP00000376423	10245.E3_VACCW
9606.ENSP00000326119	10245.F1_VACCW
9606.ENSP00000296029	10245.A41_VACCW
9606.ENSP00000321389	10245.K7_VACCW
9606.ENSP00000321389	10245.SPI2_VACCW
9606.ENSP00000256458	10245.A52_VACCW
10245.B8_VACCW	9606.ENSP00000229135
9606.ENSP00000289316	10245.SPI2_VACCW
9606.ENSP00000332194	10245.K7_VACCW
9606.ENSP00000332194	10245.SPI2_VACCW
9606.ENSP00000256458	10245.K7_VACCW
9606.ENSP00000259075	10245.C6_VACCW
9606.ENSP00000353542	10245.E3_VACCW
9606.ENSP00000309103	10245.F1_VACCW
9606.ENSP00000309103	10245.N1_VACCW
9606.ENSP00000289153	10245.A52_VACCW
9606.ENSP00000222254	10245.A52_VACCW
9606.ENSP00000351108	10245.E3_VACCW
9606.ENSP00000349259	10245.K7_VACCW
9606.ENSP00000354777	10245.C6_VACCW
9606.ENSP00000375086	10245.A41_VACCW
9606.ENSP00000352119	10245.SPI2_VACCW
9606.ENSP00000352119	10245.K7_VACCW
9606.ENSP00000346694	10245.H5_VACCW
9606.ENSP00000346694	10245.VLTF3_VACCW
9606.ENSP00000346694	10245.E3_VACCW
9606.ENSP00000357737	10245.E3_VACCW
9606.ENSP00000217182	10245.A52_VACCW
9606.ENSP00000217182	10245.SPI2_VACCW
9606.ENSP00000293288	10245.F1_VACCW
9606.ENSP00000343657	10245.B14_VACCW
9606.ENSP00000343657	10245.K7_VACCW
10245.A52_VACCW	9606.ENSP00000339001
10245.A52_VACCW	9606.ENSP00000244573
10245.A52_VACCW	9606.ENSP00000256458
10245.A52_VACCW	9606.ENSP00000370808
10245.A52_VACCW	9606.ENSP00000341214
10245.A52_VACCW	9606.ENSP00000274335
10245.A52_VACCW	9606.ENSP00000281456
10245.A52_VACCW	9606.ENSP00000262741
10245.A52_VACCW	9606.ENSP00000263967
10245.A52_VACCW	9606.ENSP00000289153
10245.A52_VACCW	9606.ENSP00000301071
9606.ENSP00000319690	10245.E3_VACCW
9606.ENSP00000357791	10245.E3_VACCW
10245.A52_VACCW	9606.ENSP00000337853
10245.A52_VACCW	9606.ENSP00000301072
10245.A52_VACCW	9606.ENSP00000222254
10245.A52_VACCW	9606.ENSP00000360671
10245.A52_VACCW	9606.ENSP00000295598
10245.A52_VACCW	9606.ENSP00000302397
10245.A52_VACCW	9606.ENSP00000330054
10245.A52_VACCW	9606.ENSP00000228318
10245.A52_VACCW	9606.ENSP00000217182
9606.ENSP00000350767	10245.K7_VACCW
9606.ENSP00000293288	10245.N1_VACCW
10245.A36_VACCW	9606.ENSP00000307078
10245.C22L_VACCW	9606.ENSP00000398698
9606.ENSP00000355778	10245.SPI2_VACCW
9606.ENSP00000445831	10245.SPI2_VACCW
9606.ENSP00000306117	10245.SPI2_VACCW
9606.ENSP00000302397	10245.A52_VACCW
10245.N1_VACCW	9606.ENSP00000293288
10245.N1_VACCW	9606.ENSP00000318822
10245.N1_VACCW	9606.ENSP00000309103
10245.N1_VACCW	9606.ENSP00000376943
9606.ENSP00000352442	10245.SPI2_VACCW
9606.ENSP00000346088	10245.B14_VACCW
9606.ENSP00000346088	10245.SPI2_VACCW
9606.ENSP00000251343	10245.B14_VACCW
9606.ENSP00000370808	10245.A52_VACCW
9606.ENSP00000365946	10245.VLTF3_VACCW
9606.ENSP00000370808	10245.SPI2_VACCW
9606.ENSP00000358158	10245.K7_VACCW
10245.B14_VACCW	9606.ENSP00000359424
9606.ENSP00000358158	10245.SPI2_VACCW
10245.B14_VACCW	9606.ENSP00000251343
10245.B14_VACCW	9606.ENSP00000371994
10245.B14_VACCW	9606.ENSP00000343657
10245.B14_VACCW	9606.ENSP00000344789
10245.B14_VACCW	9606.ENSP00000301071
10245.B14_VACCW	9606.ENSP00000325875
10245.B14_VACCW	9606.ENSP00000247207
10245.B14_VACCW	9606.ENSP00000346088
10245.B14_VACCW	9606.ENSP00000316357
10245.B14_VACCW	9606.ENSP00000222005
10245.B14_VACCW	9606.ENSP00000430684
10245.B14_VACCW	9606.ENSP00000301072
10245.B14_VACCW	9606.ENSP00000358622
9606.ENSP00000373730	10245.SPI2_VACCW
10245.B14_VACCW	9606.ENSP00000244573
10245.B14_VACCW	9606.ENSP00000341214
9606.ENSP00000337853	10245.A52_VACCW
9606.ENSP00000337853	10245.K7_VACCW
9606.ENSP00000283179	10245.E3_VACCW
9606.ENSP00000373730	10245.K7_VACCW
9606.ENSP00000371994	10245.B14_VACCW
10245.A41_VACCW	9606.ENSP00000296029
10245.A41_VACCW	9606.ENSP00000259607
10245.A41_VACCW	9606.ENSP00000375086
9606.ENSP00000301072	10245.E3_VACCW
9606.ENSP00000301072	10245.A52_VACCW
9606.ENSP00000301072	10245.SPI2_VACCW
9606.ENSP00000301072	10245.B14_VACCW
9606.ENSP00000363745	10245.E3_VACCW
9606.ENSP00000330054	10245.A52_VACCW
9606.ENSP00000330054	10245.SPI2_VACCW
9606.ENSP00000268712	10245.KBTB1_VACCW
9606.ENSP00000419371	10245.C6_VACCW
9606.ENSP00000313199	10245.E3_VACCW
9606.ENSP00000357459	10245.E3_VACCW
9606.ENSP00000404121	10245.E3_VACCW
9606.ENSP00000384018	10245.KBTB1_VACCW
9606.ENSP00000376943	10245.N1_VACCW
9606.ENSP00000376943	10245.F1_VACCW
9606.ENSP00000259607	10245.A41_VACCW
9606.ENSP00000311997	10245.K1_VACCW
9606.ENSP00000295598	10245.A52_VACCW
9606.ENSP00000366070	10245.K7_VACCW
9606.ENSP00000341094	10245.SPI2_VACCW
9606.ENSP00000341094	10245.K7_VACCW
9606.ENSP00000274335	10245.A52_VACCW
9606.ENSP00000339001	10245.K7_VACCW
9606.ENSP00000339001	10245.A52_VACCW
9606.ENSP00000339001	10245.SPI2_VACCW
9606.ENSP00000339001	10245.E3_VACCW
9606.ENSP00000269122	10245.K7_VACCW
9606.ENSP00000242576	10245.K7_VACCW
9606.ENSP00000311997	10245.E3_VACCW
9606.ENSP00000359645	10245.E3_VACCW
9606.ENSP00000353878	10245.F1_VACCW
9606.ENSP00000244573	10245.E3_VACCW
9606.ENSP00000244573	10245.A52_VACCW
9606.ENSP00000244573	10245.B14_VACCW
10245.VLTF3_VACCW	9606.ENSP00000365946
10245.VLTF3_VACCW	9606.ENSP00000346694
9606.ENSP00000344789	10245.B14_VACCW
10245.C6_VACCW	9606.ENSP00000354777
10245.C6_VACCW	9606.ENSP00000419371
10245.C6_VACCW	9606.ENSP00000259075
9606.ENSP00000344789	10245.K7_VACCW
9606.ENSP00000344789	10245.SPI2_VACCW
9606.ENSP00000325875	10245.B14_VACCW
9606.ENSP00000301071	10245.B14_VACCW
9606.ENSP00000341360	10245.K7_VACCW
9606.ENSP00000360671	10245.SPI2_VACCW
9606.ENSP00000360671	10245.A52_VACCW
10245.DUSP_VACCW	9606.ENSP00000354394
9606.ENSP00000349430	10245.SPI2_VACCW
10245.K7_VACCW	9606.ENSP00000366679
9606.ENSP00000301071	10245.A52_VACCW
10245.K7_VACCW	9606.ENSP00000311489
10245.K7_VACCW	9606.ENSP00000303373
10245.K7_VACCW	9606.ENSP00000352627
10245.K7_VACCW	9606.ENSP00000297954
10245.K7_VACCW	9606.ENSP00000332194
10245.K7_VACCW	9606.ENSP00000339001
10245.K7_VACCW	9606.ENSP00000256458
10245.K7_VACCW	9606.ENSP00000321389
10245.K7_VACCW	9606.ENSP00000355656
10245.K7_VACCW	9606.ENSP00000313059
10245.K7_VACCW	9606.ENSP00000350767
9606.ENSP00000387266	10245.K7_VACCW
9606.ENSP00000229135	10245.B8_VACCW
10245.K7_VACCW	9606.ENSP00000349259
10245.K7_VACCW	9606.ENSP00000419027
10245.K7_VACCW	9606.ENSP00000382840
10245.K7_VACCW	9606.ENSP00000352119
10245.K7_VACCW	9606.ENSP00000366070
10245.K7_VACCW	9606.ENSP00000328484
10245.K7_VACCW	9606.ENSP00000337853
10245.K7_VACCW	9606.ENSP00000346667
10245.K7_VACCW	9606.ENSP00000341094
10245.K7_VACCW	9606.ENSP00000352980
10245.K7_VACCW	9606.ENSP00000361202
10245.K7_VACCW	9606.ENSP00000358158
10245.K7_VACCW	9606.ENSP00000387266
10245.K7_VACCW	9606.ENSP00000269122
10245.K7_VACCW	9606.ENSP00000341360
10245.K7_VACCW	9606.ENSP00000324173
10245.K7_VACCW	9606.ENSP00000343657
10245.K7_VACCW	9606.ENSP00000373730
10245.K7_VACCW	9606.ENSP00000242576
10245.K7_VACCW	9606.ENSP00000344789
9606.ENSP00000341289	10245.E3_VACCW
9606.ENSP00000361202	10245.K7_VACCW
9606.ENSP00000361202	10245.SPI2_VACCW
9606.ENSP00000233057	10245.E3_VACCW
9606.ENSP00000297954	10245.K7_VACCW
9606.ENSP00000287156	10245.E3_VACCW
9606.ENSP00000324287	10245.K1_VACCW
9606.ENSP00000311113	10245.E3_VACCW
9606.ENSP00000259818	10245.E3_VACCW
9606.ENSP00000365439	10245.E3_VACCW
9606.ENSP00000233057	10245.K3_VACCW
9606.ENSP00000229277	10245.E3_VACCW
9606.ENSP00000263967	10245.A52_VACCW
9606.ENSP00000222005	10245.B14_VACCW
9606.ENSP00000355656	10245.K7_VACCW
9606.ENSP00000355656	10245.SPI2_VACCW
9606.ENSP00000321744	10245.SPI2_VACCW
9606.ENSP00000366679	10245.K7_VACCW
9606.ENSP00000366679	10245.SPI2_VACCW
9606.ENSP00000324173	10245.K7_VACCW
9606.ENSP00000348706	10245.SPI2_VACCW
9606.ENSP00000247207	10245.B14_VACCW
10245.K3_VACCW	9606.ENSP00000233057
9606.ENSP00000359424	10245.B14_VACCW
9606.ENSP00000350275	10245.SPI2_VACCW
9606.ENSP00000328484	10245.SPI2_VACCW
9606.ENSP00000355011	10245.E3_VACCW
9606.ENSP00000341214	10245.A52_VACCW
9606.ENSP00000341214	10245.E3_VACCW
9606.ENSP00000341214	10245.B14_VACCW
9606.ENSP00000352980	10245.SPI2_VACCW
9606.ENSP00000352980	10245.K7_VACCW
9606.ENSP00000369703	10245.E3_VACCW
9606.ENSP00000234590	10245.E3_VACCW
9606.ENSP00000385479	10245.SPI2_VACCW
9606.ENSP00000328484	10245.K7_VACCW
10245.E3_VACCW	9606.ENSP00000357739
10245.E3_VACCW	9606.ENSP00000234590
10245.E3_VACCW	9606.ENSP00000340329
10245.E3_VACCW	9606.ENSP00000341214
10245.E3_VACCW	9606.ENSP00000299198
10245.E3_VACCW	9606.ENSP00000369129
10245.E3_VACCW	9606.ENSP00000283179
10245.E3_VACCW	9606.ENSP00000319690
10245.E3_VACCW	9606.ENSP00000346694
10245.E3_VACCW	9606.ENSP00000309431
10245.E3_VACCW	9606.ENSP00000339001
10245.E3_VACCW	9606.ENSP00000244573
10245.E3_VACCW	9606.ENSP00000369703
10245.E3_VACCW	9606.ENSP00000311113
10245.E3_VACCW	9606.ENSP00000259818
10245.E3_VACCW	9606.ENSP00000404121
10245.E3_VACCW	9606.ENSP00000356520
10245.E3_VACCW	9606.ENSP00000358635
10245.E3_VACCW	9606.ENSP00000291009
10245.E3_VACCW	9606.ENSP00000357737
10245.E3_VACCW	9606.ENSP00000361626
10245.E3_VACCW	9606.ENSP00000341826
10245.E3_VACCW	9606.ENSP00000328808
10245.E3_VACCW	9606.ENSP00000376423
10245.E3_VACCW	9606.ENSP00000357459
10245.E3_VACCW	9606.ENSP00000311997
10245.E3_VACCW	9606.ENSP00000324105
10245.E3_VACCW	9606.ENSP00000349467
10245.E3_VACCW	9606.ENSP00000287156
10245.E3_VACCW	9606.ENSP00000229277
10245.E3_VACCW	9606.ENSP00000313199
10245.E3_VACCW	9606.ENSP00000355011
10245.E3_VACCW	9606.ENSP00000351108
10245.E3_VACCW	9606.ENSP00000363745
10245.E3_VACCW	9606.ENSP00000341289
10245.E3_VACCW	9606.ENSP00000301072
10245.E3_VACCW	9606.ENSP00000353542
10245.E3_VACCW	9606.ENSP00000365439
10245.E3_VACCW	9606.ENSP00000357791
10245.E3_VACCW	9606.ENSP00000233057
10245.E3_VACCW	9606.ENSP00000359645
10245.E3_VACCW	9606.ENSP00000340703
9606.ENSP00000382840	10245.K7_VACCW
9606.ENSP00000349467	10245.E3_VACCW
9606.ENSP00000299198	10245.E3_VACCW
10245.H5_VACCW	9606.ENSP00000346694
9606.ENSP00000356520	10245.E3_VACCW
9606.ENSP00000228318	10245.A52_VACCW
9606.ENSP00000328808	10245.E3_VACCW
9606.ENSP00000316357	10245.B14_VACCW
9606.ENSP00000340703	10245.E3_VACCW
9606.ENSP00000355657	10245.SPI2_VACCW
9606.ENSP00000404503	10245.F1_VACCW
10245.SPI2_VACCW	9606.ENSP00000346088
10245.SPI2_VACCW	9606.ENSP00000347119
9606.ENSP00000380177	10245.SPI2_VACCW
10245.SPI2_VACCW	9606.ENSP00000366679
10245.SPI2_VACCW	9606.ENSP00000352119
10245.SPI2_VACCW	9606.ENSP00000366618
10245.SPI2_VACCW	9606.ENSP00000301072
10245.SPI2_VACCW	9606.ENSP00000328484
10245.SPI2_VACCW	9606.ENSP00000445831
10245.SPI2_VACCW	9606.ENSP00000321744
10245.SPI2_VACCW	9606.ENSP00000350275
10245.SPI2_VACCW	9606.ENSP00000380177
10245.SPI2_VACCW	9606.ENSP00000321389
10245.SPI2_VACCW	9606.ENSP00000355656
10245.SPI2_VACCW	9606.ENSP00000385479
10245.SPI2_VACCW	9606.ENSP00000339001
10245.SPI2_VACCW	9606.ENSP00000332194
10245.SPI2_VACCW	9606.ENSP00000355657
10245.SPI2_VACCW	9606.ENSP00000352442
10245.SPI2_VACCW	9606.ENSP00000370808
10245.SPI2_VACCW	9606.ENSP00000303373
