node_id_a	node_id_b
9606.ENSP00000265854	194441.TAX_HTLV2
9606.ENSP00000400142	194441.TAX_HTLV2
9606.ENSP00000336524	194441.TAX_HTLV2
9606.ENSP00000313422	194441.TAX_HTLV2
9606.ENSP00000409382	194441.TAX_HTLV2
9606.ENSP00000287387	194441.TAX_HTLV2
9606.ENSP00000361392	194441.TAX_HTLV2
9606.ENSP00000295201	194441.TAX_HTLV2
9606.ENSP00000352603	194441.TAX_HTLV2
9606.ENSP00000254043	194441.TAX_HTLV2
194441.TAX_HTLV2	9606.ENSP00000327704
9606.ENSP00000343023	194441.REX_HTLV2
9606.ENSP00000343023	194441.TAX_HTLV2
194441.TAX_HTLV2	9606.ENSP00000343023
194441.TAX_HTLV2	9606.ENSP00000409382
194441.TAX_HTLV2	9606.ENSP00000270649
194441.TAX_HTLV2	9606.ENSP00000242248
194441.TAX_HTLV2	9606.ENSP00000435634
194441.TAX_HTLV2	9606.ENSP00000386394
194441.TAX_HTLV2	9606.ENSP00000360464
194441.TAX_HTLV2	9606.ENSP00000248879
194441.TAX_HTLV2	9606.ENSP00000338157
194441.TAX_HTLV2	9606.ENSP00000361392
194441.TAX_HTLV2	9606.ENSP00000376767
194441.TAX_HTLV2	9606.ENSP00000328251
194441.TAX_HTLV2	9606.ENSP00000307852
194441.TAX_HTLV2	9606.ENSP00000295201
194441.TAX_HTLV2	9606.ENSP00000305503
194441.TAX_HTLV2	9606.ENSP00000250113
194441.TAX_HTLV2	9606.ENSP00000325929
194441.TAX_HTLV2	9606.ENSP00000352603
194441.TAX_HTLV2	9606.ENSP00000264982
194441.TAX_HTLV2	9606.ENSP00000318821
194441.TAX_HTLV2	9606.ENSP00000363128
194441.TAX_HTLV2	9606.ENSP00000287387
194441.TAX_HTLV2	9606.ENSP00000350011
194441.TAX_HTLV2	9606.ENSP00000359375
194441.TAX_HTLV2	9606.ENSP00000270451
194441.TAX_HTLV2	9606.ENSP00000313422
194441.TAX_HTLV2	9606.ENSP00000256495
194441.TAX_HTLV2	9606.ENSP00000320935
194441.TAX_HTLV2	9606.ENSP00000204566
194441.TAX_HTLV2	9606.ENSP00000264018
194441.TAX_HTLV2	9606.ENSP00000340279
194441.TAX_HTLV2	9606.ENSP00000240343
194441.TAX_HTLV2	9606.ENSP00000366565
194441.TAX_HTLV2	9606.ENSP00000400142
194441.TAX_HTLV2	9606.ENSP00000378350
194441.TAX_HTLV2	9606.ENSP00000353742
194441.TAX_HTLV2	9606.ENSP00000323065
194441.TAX_HTLV2	9606.ENSP00000265854
194441.TAX_HTLV2	9606.ENSP00000331201
194441.TAX_HTLV2	9606.ENSP00000382250
194441.TAX_HTLV2	9606.ENSP00000336524
194441.TAX_HTLV2	9606.ENSP00000376213
194441.TAX_HTLV2	9606.ENSP00000254043
194441.TAX_HTLV2	9606.ENSP00000238156
194441.TAX_HTLV2	9606.ENSP00000398273
194441.TAX_HTLV2	9606.ENSP00000221996
194441.TAX_HTLV2	9606.ENSP00000359240
9606.ENSP00000359375	194441.TAX_HTLV2
9606.ENSP00000264982	194441.TAX_HTLV2
9606.ENSP00000242248	194441.TAX_HTLV2
9606.ENSP00000270451	194441.TAX_HTLV2
9606.ENSP00000305503	194441.REX_HTLV2
9606.ENSP00000305503	194441.TAX_HTLV2
9606.ENSP00000307852	194441.TAX_HTLV2
9606.ENSP00000376767	194441.TAX_HTLV2
9606.ENSP00000366565	194441.TAX_HTLV2
9606.ENSP00000323065	194441.TAX_HTLV2
9606.ENSP00000318821	194441.TAX_HTLV2
9606.ENSP00000221996	194441.REX_HTLV2
9606.ENSP00000221996	194441.TAX_HTLV2
9606.ENSP00000338157	194441.TAX_HTLV2
9606.ENSP00000286317	194441.ENV_HTLV2
9606.ENSP00000264018	194441.TAX_HTLV2
9606.ENSP00000359240	194441.TAX_HTLV2
9606.ENSP00000238156	194441.TAX_HTLV2
9606.ENSP00000435634	194441.TAX_HTLV2
9606.ENSP00000398273	194441.TAX_HTLV2
9606.ENSP00000350011	194441.TAX_HTLV2
9606.ENSP00000382250	194441.TAX_HTLV2
9606.ENSP00000376213	194441.TAX_HTLV2
9606.ENSP00000320935	194441.TAX_HTLV2
9606.ENSP00000248879	194441.TAX_HTLV2
9606.ENSP00000360464	194441.TAX_HTLV2
9606.ENSP00000328251	194441.TAX_HTLV2
9606.ENSP00000256495	194441.TAX_HTLV2
9606.ENSP00000325929	194441.TAX_HTLV2
9606.ENSP00000325929	194441.REX_HTLV2
194441.REX_HTLV2	9606.ENSP00000343023
194441.ENV_HTLV2	9606.ENSP00000286317
194441.REX_HTLV2	9606.ENSP00000204566
194441.REX_HTLV2	9606.ENSP00000240343
194441.REX_HTLV2	9606.ENSP00000386394
194441.REX_HTLV2	9606.ENSP00000305503
194441.REX_HTLV2	9606.ENSP00000325929
194441.REX_HTLV2	9606.ENSP00000221996
9606.ENSP00000340279	194441.TAX_HTLV2
9606.ENSP00000378350	194441.TAX_HTLV2
9606.ENSP00000386394	194441.REX_HTLV2
9606.ENSP00000270649	194441.TAX_HTLV2
9606.ENSP00000353742	194441.TAX_HTLV2
9606.ENSP00000240343	194441.TAX_HTLV2
9606.ENSP00000240343	194441.REX_HTLV2
9606.ENSP00000363128	194441.TAX_HTLV2
9606.ENSP00000250113	194441.TAX_HTLV2
9606.ENSP00000204566	194441.TAX_HTLV2
9606.ENSP00000204566	194441.REX_HTLV2
9606.ENSP00000386394	194441.TAX_HTLV2
9606.ENSP00000327704	194441.TAX_HTLV2
9606.ENSP00000331201	194441.TAX_HTLV2
