node_id_a	node_id_b
9606.ENSP00000400142	194440.TAX_HTL1C
9606.ENSP00000249440	194440.HBZ_HTL1C
9606.ENSP00000360266	194440.HBZ_HTL1C
9606.ENSP00000444196	194440.TAX_HTL1C
9606.ENSP00000444196	194440.REX_HTL1C
9606.ENSP00000369317	194440.TAX_HTL1C
194440.HBZ_HTL1C	9606.ENSP00000303315
194440.HBZ_HTL1C	9606.ENSP00000433459
194440.HBZ_HTL1C	9606.ENSP00000252818
194440.HBZ_HTL1C	9606.ENSP00000357917
194440.HBZ_HTL1C	9606.ENSP00000447803
194440.HBZ_HTL1C	9606.ENSP00000344352
194440.HBZ_HTL1C	9606.ENSP00000387699
194440.HBZ_HTL1C	9606.ENSP00000259021
194440.HBZ_HTL1C	9606.ENSP00000360266
194440.HBZ_HTL1C	9606.ENSP00000305556
194440.HBZ_HTL1C	9606.ENSP00000264110
194440.HBZ_HTL1C	9606.ENSP00000343819
194440.HBZ_HTL1C	9606.ENSP00000301730
194440.HBZ_HTL1C	9606.ENSP00000357484
194440.HBZ_HTL1C	9606.ENSP00000262053
194440.HBZ_HTL1C	9606.ENSP00000246912
194440.HBZ_HTL1C	9606.ENSP00000249440
194440.HBZ_HTL1C	9606.ENSP00000448051
194440.HBZ_HTL1C	9606.ENSP00000350369
194440.HBZ_HTL1C	9606.ENSP00000273550
194440.HBZ_HTL1C	9606.ENSP00000329212
194440.HBZ_HTL1C	9606.ENSP00000284000
194440.HBZ_HTL1C	9606.ENSP00000327048
9606.ENSP00000336524	194440.TAX_HTL1C
9606.ENSP00000361868	194440.TAX_HTL1C
9606.ENSP00000379689	194440.TAX_HTL1C
9606.ENSP00000321835	194440.TAX_HTL1C
9606.ENSP00000343745	194440.REX_HTL1C
9606.ENSP00000295888	194440.TAX_HTL1C
9606.ENSP00000274853	194440.TAX_HTL1C
9606.ENSP00000430684	194440.TAX_HTL1C
9606.ENSP00000301730	194440.HBZ_HTL1C
9606.ENSP00000361392	194440.TAX_HTL1C
9606.ENSP00000367318	194440.TAX_HTL1C
9606.ENSP00000262074	194440.TAX_HTL1C
9606.ENSP00000254043	194440.TAX_HTL1C
9606.ENSP00000350552	194440.TAX_HTL1C
9606.ENSP00000348578	194440.TAX_HTL1C
9606.ENSP00000327647	194440.TAX_HTL1C
9606.ENSP00000327048	194440.HBZ_HTL1C
9606.ENSP00000447803	194440.HBZ_HTL1C
9606.ENSP00000343023	194440.REX_HTL1C
9606.ENSP00000293308	194440.TAX_HTL1C
9606.ENSP00000359375	194440.TAX_HTL1C
9606.ENSP00000270451	194440.TAX_HTL1C
194440.REX_HTL1C	9606.ENSP00000343023
9606.ENSP00000414359	194440.TAX_HTL1C
194440.REX_HTL1C	9606.ENSP00000465676
194440.REX_HTL1C	9606.ENSP00000386394
194440.REX_HTL1C	9606.ENSP00000363128
194440.REX_HTL1C	9606.ENSP00000325929
194440.REX_HTL1C	9606.ENSP00000005340
194440.REX_HTL1C	9606.ENSP00000359240
194440.REX_HTL1C	9606.ENSP00000343745
194440.REX_HTL1C	9606.ENSP00000337839
194440.REX_HTL1C	9606.ENSP00000376076
9606.ENSP00000305503	194440.REX_HTL1C
194440.REX_HTL1C	9606.ENSP00000324897
194440.REX_HTL1C	9606.ENSP00000305503
194440.REX_HTL1C	9606.ENSP00000240343
194440.REX_HTL1C	9606.ENSP00000360540
194440.REX_HTL1C	9606.ENSP00000221996
194440.REX_HTL1C	9606.ENSP00000444196
194440.REX_HTL1C	9606.ENSP00000323300
194440.REX_HTL1C	9606.ENSP00000256495
194440.REX_HTL1C	9606.ENSP00000422188
194440.REX_HTL1C	9606.ENSP00000204566
9606.ENSP00000242248	194440.TAX_HTL1C
9606.ENSP00000284000	194440.HBZ_HTL1C
9606.ENSP00000372482	194440.TAX_HTL1C
9606.ENSP00000265529	194440.TAX_HTL1C
9606.ENSP00000360569	194440.TAX_HTL1C
194440.TAX_HTL1C	9606.ENSP00000381148
9606.ENSP00000259021	194440.HBZ_HTL1C
194440.TAX_HTL1C	9606.ENSP00000328251
194440.TAX_HTL1C	9606.ENSP00000270649
194440.TAX_HTL1C	9606.ENSP00000350098
194440.TAX_HTL1C	9606.ENSP00000444196
194440.TAX_HTL1C	9606.ENSP00000370330
194440.TAX_HTL1C	9606.ENSP00000349486
194440.TAX_HTL1C	9606.ENSP00000221996
194440.TAX_HTL1C	9606.ENSP00000293308
194440.TAX_HTL1C	9606.ENSP00000369959
194440.TAX_HTL1C	9606.ENSP00000367318
194440.TAX_HTL1C	9606.ENSP00000414359
194440.TAX_HTL1C	9606.ENSP00000345731
194440.TAX_HTL1C	9606.ENSP00000382250
194440.TAX_HTL1C	9606.ENSP00000336524
194440.TAX_HTL1C	9606.ENSP00000233331
194440.TAX_HTL1C	9606.ENSP00000369317
194440.TAX_HTL1C	9606.ENSP00000321835
194440.TAX_HTL1C	9606.ENSP00000238156
194440.TAX_HTL1C	9606.ENSP00000254043
194440.TAX_HTL1C	9606.ENSP00000262074
194440.TAX_HTL1C	9606.ENSP00000353742
194440.TAX_HTL1C	9606.ENSP00000378350
194440.TAX_HTL1C	9606.ENSP00000334061
194440.TAX_HTL1C	9606.ENSP00000325929
194440.TAX_HTL1C	9606.ENSP00000204566
194440.TAX_HTL1C	9606.ENSP00000350552
194440.TAX_HTL1C	9606.ENSP00000361392
194440.TAX_HTL1C	9606.ENSP00000235310
194440.TAX_HTL1C	9606.ENSP00000265529
194440.TAX_HTL1C	9606.ENSP00000309439
194440.TAX_HTL1C	9606.ENSP00000270451
194440.TAX_HTL1C	9606.ENSP00000242248
194440.TAX_HTL1C	9606.ENSP00000222224
194440.TAX_HTL1C	9606.ENSP00000422188
194440.TAX_HTL1C	9606.ENSP00000348578
194440.TAX_HTL1C	9606.ENSP00000248879
194440.TAX_HTL1C	9606.ENSP00000386394
194440.TAX_HTL1C	9606.ENSP00000263278
194440.TAX_HTL1C	9606.ENSP00000359375
194440.TAX_HTL1C	9606.ENSP00000379689
194440.TAX_HTL1C	9606.ENSP00000360569
194440.TAX_HTL1C	9606.ENSP00000359049
194440.TAX_HTL1C	9606.ENSP00000366565
194440.TAX_HTL1C	9606.ENSP00000200457
194440.TAX_HTL1C	9606.ENSP00000400142
194440.TAX_HTL1C	9606.ENSP00000327647
194440.TAX_HTL1C	9606.ENSP00000361868
194440.TAX_HTL1C	9606.ENSP00000331201
194440.TAX_HTL1C	9606.ENSP00000366466
194440.TAX_HTL1C	9606.ENSP00000430684
194440.TAX_HTL1C	9606.ENSP00000372482
194440.TAX_HTL1C	9606.ENSP00000262570
194440.TAX_HTL1C	9606.ENSP00000295888
194440.TAX_HTL1C	9606.ENSP00000367910
9606.ENSP00000307852	194440.TAX_HTL1C
194440.TAX_HTL1C	9606.ENSP00000448220
194440.TAX_HTL1C	9606.ENSP00000307852
194440.TAX_HTL1C	9606.ENSP00000274853
194440.TAX_HTL1C	9606.ENSP00000347486
9606.ENSP00000235310	194440.TAX_HTL1C
9606.ENSP00000273550	194440.HBZ_HTL1C
9606.ENSP00000263278	194440.TAX_HTL1C
9606.ENSP00000300181	194440.ENV_HTL1C
9606.ENSP00000305556	194440.HBZ_HTL1C
9606.ENSP00000347486	194440.TAX_HTL1C
9606.ENSP00000448051	194440.HBZ_HTL1C
9606.ENSP00000246912	194440.HBZ_HTL1C
9606.ENSP00000324897	194440.REX_HTL1C
9606.ENSP00000366565	194440.TAX_HTL1C
9606.ENSP00000353868	194440.ENV_HTL1C
9606.ENSP00000221996	194440.TAX_HTL1C
9606.ENSP00000221996	194440.REX_HTL1C
9606.ENSP00000309439	194440.TAX_HTL1C
9606.ENSP00000345731	194440.TAX_HTL1C
9606.ENSP00000005340	194440.REX_HTL1C
9606.ENSP00000387699	194440.HBZ_HTL1C
9606.ENSP00000233331	194440.TAX_HTL1C
9606.ENSP00000422188	194440.REX_HTL1C
9606.ENSP00000422188	194440.TAX_HTL1C
9606.ENSP00000433459	194440.HBZ_HTL1C
9606.ENSP00000359240	194440.REX_HTL1C
9606.ENSP00000343819	194440.HBZ_HTL1C
9606.ENSP00000359049	194440.TAX_HTL1C
9606.ENSP00000337839	194440.REX_HTL1C
9606.ENSP00000200457	194440.TAX_HTL1C
9606.ENSP00000369959	194440.TAX_HTL1C
9606.ENSP00000350098	194440.TAX_HTL1C
9606.ENSP00000381148	194440.TAX_HTL1C
9606.ENSP00000382250	194440.TAX_HTL1C
9606.ENSP00000248879	194440.TAX_HTL1C
9606.ENSP00000357917	194440.HBZ_HTL1C
9606.ENSP00000238156	194440.TAX_HTL1C
9606.ENSP00000366466	194440.TAX_HTL1C
9606.ENSP00000360540	194440.REX_HTL1C
9606.ENSP00000323300	194440.REX_HTL1C
9606.ENSP00000329212	194440.HBZ_HTL1C
9606.ENSP00000350369	194440.HBZ_HTL1C
9606.ENSP00000328251	194440.TAX_HTL1C
9606.ENSP00000325929	194440.TAX_HTL1C
9606.ENSP00000325929	194440.REX_HTL1C
9606.ENSP00000256495	194440.REX_HTL1C
9606.ENSP00000378350	194440.TAX_HTL1C
9606.ENSP00000376076	194440.REX_HTL1C
9606.ENSP00000344352	194440.HBZ_HTL1C
9606.ENSP00000349486	194440.TAX_HTL1C
9606.ENSP00000370330	194440.TAX_HTL1C
9606.ENSP00000357484	194440.HBZ_HTL1C
9606.ENSP00000448220	194440.TAX_HTL1C
9606.ENSP00000270649	194440.TAX_HTL1C
9606.ENSP00000240343	194440.REX_HTL1C
9606.ENSP00000252818	194440.HBZ_HTL1C
9606.ENSP00000353742	194440.TAX_HTL1C
194440.ENV_HTL1C	9606.ENSP00000300181
194440.ENV_HTL1C	9606.ENSP00000353868
9606.ENSP00000222224	194440.TAX_HTL1C
9606.ENSP00000331201	194440.TAX_HTL1C
9606.ENSP00000363128	194440.REX_HTL1C
9606.ENSP00000204566	194440.TAX_HTL1C
9606.ENSP00000204566	194440.REX_HTL1C
9606.ENSP00000465676	194440.REX_HTL1C
9606.ENSP00000262053	194440.HBZ_HTL1C
9606.ENSP00000334061	194440.TAX_HTL1C
9606.ENSP00000386394	194440.TAX_HTL1C
9606.ENSP00000386394	194440.REX_HTL1C
9606.ENSP00000264110	194440.HBZ_HTL1C
9606.ENSP00000262570	194440.TAX_HTL1C
9606.ENSP00000303315	194440.HBZ_HTL1C
9606.ENSP00000367910	194440.TAX_HTL1C
